chrom	pos	pos_cum	length	DP4	pool_0	pool_1	pool_2	pool_3	pool_4	pool_5	pool_6	pool_7	pool_8	pool_9
Scaffold95	867652	170384801	1238217	421	28	38	19	66	62	47	42	38	38	43
Scaffold95	903738	170420887	1238217	487	30	40	26	53	50	60	59	38	57	74
Scaffold95	962419	170479568	1238217	473	37	32	24	66	46	64	60	38	50	56
Scaffold95	1012322	170529471	1238217	457	45	36	16	66	71	49	59	45	30	40
Scaffold95	1052647	170569796	1238217	464	50	45	14	50	68	49	44	38	56	50
Scaffold95	1116006	170633155	1238217	431	37	33	45	30	40	49	56	35	35	71
Scaffold96	1589	170756955	682136	313	26	15	7	42	31	49	41	20	40	42
Scaffold96	70044	170825410	682136	406	45	34	12	44	49	43	45	23	40	71
Scaffold96	120190	170875556	682136	54	4	3	2	0	4	8	16	5	11	1
Scaffold96	166429	170921795	682136	512	43	36	34	66	52	41	64	47	62	67
Scaffold96	199682	170955048	682136	182	14	30	8	22	32	21	16	5	16	18
Scaffold96	225138	170980504	682136	478	38	33	40	67	50	44	53	54	49	50
Scaffold96	257294	171012660	682136	315	28	22	14	48	40	26	56	27	21	33
Scaffold96	295649	171051015	682136	260	23	20	18	32	35	56	27	16	12	21
Scaffold96	341244	171096610	682136	1800	129	138	70	253	210	228	243	253	112	164
Scaffold96	377082	171132448	682136	859	77	45	37	89	96	128	115	81	78	113
Scaffold96	411722	171167088	682136	405	29	33	18	59	56	43	54	39	32	42
Scaffold96	446254	171201620	682136	87	7	8	5	13	5	13	18	7	6	5
Scaffold96	484727	171240093	682136	311	25	25	26	32	35	35	45	27	30	31
Scaffold96	523072	171278438	682136	552	49	37	30	64	82	60	56	36	70	68
Scaffold96	553437	171308803	682136	480	30	40	39	61	56	56	48	51	50	49
Scaffold96	599309	171354675	682136	405	42	27	24	41	38	37	53	53	48	42
Scaffold96	664626	171419992	682136	828	55	60	34	109	103	105	132	74	65	91
Scaffold97	38948	171476450	1060418	458	21	33	27	44	72	65	62	39	44	51
Scaffold97	85096	171522598	1060418	428	41	32	21	58	59	49	54	36	34	44
Scaffold97	125779	171563281	1060418	484	34	38	21	62	61	54	74	38	47	55
Scaffold97	174117	171611619	1060418	263	20	15	13	32	41	31	28	22	28	33
Scaffold97	212572	171650074	1060418	672	63	53	23	100	82	64	61	43	99	84
Scaffold97	254133	171691635	1060418	309	20	22	16	40	37	38	44	16	41	35
Scaffold97	295354	171732856	1060418	64	4	1	1	8	4	3	9	10	14	10
Scaffold97	346793	171784295	1060418	425	34	34	20	43	56	55	38	47	35	63
Scaffold97	390630	171828132	1060418	294	20	30	22	43	35	41	34	21	21	27
Scaffold97	420764	171858266	1060418	485	33	34	21	58	71	47	60	39	55	67
Scaffold97	468002	171905504	1060418	208	15	13	11	27	29	20	23	23	24	23
Scaffold97	509765	171947267	1060418	442	31	31	19	54	61	46	62	47	43	48
Scaffold97	540736	171978238	1060418	316	21	22	18	34	33	36	39	23	49	41
Scaffold97	571209	172008711	1060418	303	24	18	17	31	22	35	43	44	49	20
Scaffold97	610520	172048022	1060418	337	35	35	20	47	48	34	40	11	30	37
Scaffold97	651063	172088565	1060418	639	76	50	27	65	85	74	55	54	69	84
Scaffold97	702102	172139604	1060418	220	18	18	19	22	27	25	27	13	22	29
Scaffold97	753016	172190518	1060418	351	33	12	11	51	28	51	49	39	38	39
Scaffold97	847697	172285199	1060418	769	60	59	37	92	87	86	108	69	68	103
Scaffold97	883860	172321362	1060418	489	40	41	32	59	57	48	65	46	55	46
Scaffold97	934879	172372381	1060418	423	38	21	22	58	37	54	61	26	46	60
Scaffold97	979224	172416726	1060418	460	39	36	26	60	67	63	46	44	36	43
Scaffold97	1016445	172453947	1060418	611	45	50	32	68	83	56	69	58	92	58
Scaffold98	12702	172510622	1150570	811	53	66	47	107	86	111	94	75	87	85
Scaffold98	61021	172558941	1150570	437	22	23	26	48	56	52	68	36	58	48
Scaffold98	104570	172602490	1150570	515	46	33	24	70	65	66	75	36	41	59
Scaffold98	145631	172643551	1150570	632	40	42	48	60	76	77	94	59	60	76
Scaffold98	191027	172688947	1150570	199	15	13	4	30	19	10	37	21	28	22
Scaffold98	237064	172734984	1150570	207	23	24	5	27	21	22	21	17	22	25
Scaffold98	289384	172787304	1150570	541	44	37	29	61	56	75	62	44	55	78
Scaffold98	330457	172828377	1150570	483	41	44	32	65	58	47	70	35	45	46
Scaffold98	373191	172871111	1150570	449	37	33	16	61	66	52	53	41	40	50
Scaffold98	426363	172924283	1150570	466	44	27	31	72	50	49	53	53	36	51
Scaffold98	480191	172978111	1150570	543	45	41	39	47	67	72	74	42	46	70
Scaffold98	514744	173012664	1150570	516	34	31	27	55	66	64	71	63	55	50
Scaffold98	557738	173055658	1150570	460	28	24	21	59	62	59	53	44	49	61
Scaffold98	606065	173103985	1150570	472	34	43	30	48	55	57	55	39	49	62
Scaffold98	655627	173153547	1150570	361	26	32	28	40	50	45	39	31	38	32
Scaffold98	694121	173192041	1150570	550	63	37	27	63	75	62	65	44	56	58
Scaffold98	733053	173230973	1150570	475	35	39	24	56	65	51	69	36	51	49
Scaffold98	769523	173267443	1150570	545	45	45	27	76	60	68	68	45	54	57
Scaffold98	807070	173304990	1150570	468	38	35	35	35	65	57	54	40	47	62
Scaffold98	837514	173335434	1150570	542	56	36	25	73	74	53	53	48	50	74
Scaffold98	870151	173368071	1150570	207	14	15	12	22	31	25	23	24	17	24
Scaffold98	901432	173399352	1150570	323	15	26	3	34	70	49	47	27	33	19
Scaffold98	947831	173445751	1150570	312	28	19	10	46	36	32	38	12	28	63
Scaffold98	981267	173479187	1150570	692	59	52	46	98	72	83	78	65	76	63
Scaffold98	1008623	173506543	1150570	483	38	34	23	79	64	61	51	41	33	59
Scaffold98	1039774	173537694	1150570	446	35	36	24	51	60	53	57	40	38	52
Scaffold98	1088831	173586751	1150570	598	38	39	27	68	83	62	69	59	61	92
Scaffold98	1117457	173615377	1150570	485	34	52	46	50	46	47	56	48	49	57
Scaffold99	11918	173660408	1293838	454	33	36	30	47	61	54	47	41	53	52
Scaffold99	52789	173701279	1293838	337	26	21	14	41	38	43	33	32	53	36
Scaffold99	91633	173740123	1293838	513	40	35	40	60	83	52	63	41	46	53
Scaffold99	135256	173783746	1293838	554	40	40	23	60	68	67	80	43	57	76
Scaffold99	166124	173814614	1293838	507	37	28	32	40	66	67	74	55	51	57
Scaffold99	200803	173849293	1293838	516	45	45	25	56	61	59	64	42	59	60
Scaffold99	229328	173877818	1293838	655	57	53	46	69	63	73	77	63	76	78
Scaffold99	278742	173927232	1293838	579	49	38	25	69	93	89	49	46	52	69
Scaffold99	313650	173962140	1293838	478	43	46	29	51	52	74	42	43	41	57
Scaffold99	353232	174001722	1293838	444	39	42	24	50	51	63	62	37	25	51
Scaffold99	395810	174044300	1293838	382	29	31	14	52	52	42	48	39	33	42
Scaffold99	436818	174085308	1293838	507	41	37	29	61	56	57	75	43	45	63
Scaffold99	469482	174117972	1293838	274	14	23	11	35	50	32	33	16	30	30
Scaffold99	507435	174155925	1293838	563	39	37	47	74	64	58	71	53	45	75
Scaffold99	561471	174209961	1293838	382	38	31	26	50	51	32	53	26	38	37
Scaffold99	601923	174250413	1293838	498	37	33	23	56	65	67	60	61	44	52
Scaffold99	637182	174285672	1293838	469	32	42	32	53	66	58	59	35	39	53
Scaffold99	670897	174319387	1293838	1081	84	79	73	122	144	116	129	109	128	97
Scaffold99	710903	174359393	1293838	446	31	42	25	38	56	57	70	35	39	53
Scaffold99	754151	174402641	1293838	398	31	25	13	56	45	50	62	40	35	41
Scaffold99	791343	174439833	1293838	267	21	18	18	40	28	32	27	25	26	32
Scaffold99	823525	174472015	1293838	439	41	21	16	61	52	34	56	51	49	58
Scaffold99	856148	174504638	1293838	437	29	47	17	60	61	48	52	26	50	47
Scaffold99	883687	174532177	1293838	299	27	22	16	40	29	26	37	23	39	40
Scaffold99	916086	174564576	1293838	379	7	35	25	53	50	42	40	39	48	40
Scaffold99	951479	174599969	1293838	407	33	26	17	49	67	62	46	34	32	41
Scaffold99	995177	174643667	1293838	550	44	42	31	61	60	60	82	44	54	72
Scaffold99	1032280	174680770	1293838	285	21	23	17	47	37	40	19	26	33	22
Scaffold99	1072787	174721277	1293838	193	13	12	35	25	18	13	32	16	8	21
Scaffold99	1119710	174768200	1293838	383	32	22	21	52	40	42	57	47	27	43
Scaffold99	1152948	174801438	1293838	415	30	36	20	53	44	65	57	41	22	47
Scaffold99	1189724	174838214	1293838	1820	185	172	152	186	203	206	199	136	160	221
Scaffold99	1233834	174882324	1293838	453	32	29	29	43	64	51	59	42	35	69
Scaffold99	1279875	174928365	1293838	125	8	10	15	14	15	11	12	12	17	11
Scaffold100	39668	174981996	740539	467	36	33	23	60	60	56	63	48	42	46
Scaffold100	114270	175056598	740539	283	24	12	14	37	33	30	44	48	17	24
Scaffold100	182159	175124487	740539	388	32	28	15	35	53	44	54	39	63	25
Scaffold100	240743	175183071	740539	444	29	49	31	55	51	49	43	32	51	54
Scaffold100	271869	175214197	740539	362	32	46	2	37	34	62	62	25	33	29
Scaffold100	300613	175242941	740539	436	32	29	34	39	58	62	53	36	42	51
Scaffold100	340884	175283212	740539	477	28	33	29	58	71	49	56	38	51	64
Scaffold100	372011	175314339	740539	541	41	36	33	77	82	60	71	40	46	55
Scaffold100	401628	175343956	740539	110	11	3	3	12	10	10	17	7	12	25
Scaffold100	438104	175380432	740539	481	46	41	22	62	54	55	65	43	44	49
Scaffold100	477165	175419493	740539	314	29	25	15	35	32	32	32	31	39	44
Scaffold100	518221	175460549	740539	568	47	42	31	78	53	70	80	46	49	72
Scaffold100	561485	175503813	740539	491	36	43	27	56	61	63	57	28	58	62
Scaffold100	603740	175546068	740539	632	43	46	43	73	89	89	60	48	72	69
Scaffold100	633396	175575724	740539	63	8	5	4	2	10	12	10	6	5	1
Scaffold100	668645	175610973	740539	576	59	63	32	66	50	69	85	40	57	55
Scaffold100	710381	175652709	740539	279	22	24	21	38	34	20	32	12	41	35
Scaffold101	17570	175700437	1672674	484	35	29	43	58	54	74	59	40	60	32
Scaffold101	61098	175743965	1672674	405	32	43	11	50	55	64	35	29	38	48
Scaffold101	105148	175788015	1672674	298	17	20	19	28	37	46	55	28	23	25
Scaffold101	152661	175835528	1672674	653	57	52	36	74	85	77	76	61	55	80
Scaffold101	190199	175873066	1672674	401	20	41	27	55	61	45	37	43	40	32
Scaffold101	234947	175917814	1672674	494	46	44	21	64	69	60	51	46	47	46
Scaffold101	287099	175969966	1672674	476	28	39	22	58	70	48	58	37	56	60
Scaffold101	345453	176028320	1672674	518	47	41	25	71	75	58	58	45	42	56
Scaffold101	396956	176079823	1672674	430	39	21	31	49	67	39	59	31	36	58
Scaffold101	454282	176137149	1672674	631	63	48	50	88	75	61	71	60	62	53
Scaffold101	499925	176182792	1672674	287	23	31	15	31	22	34	44	25	18	44
Scaffold101	571150	176254017	1672674	483	43	40	23	63	56	56	63	37	54	48
Scaffold101	621251	176304118	1672674	482	46	28	23	66	54	50	64	49	45	57
Scaffold101	663003	176345870	1672674	484	23	40	19	64	67	62	63	40	55	51
Scaffold101	709609	176392476	1672674	478	31	41	28	51	66	58	53	37	55	58
Scaffold101	750929	176433796	1672674	495	34	38	26	60	59	57	72	43	44	62
Scaffold101	795242	176478109	1672674	499	35	52	32	57	62	54	63	40	42	62
Scaffold101	856041	176538908	1672674	457	37	38	25	62	68	57	51	38	39	42
Scaffold101	915253	176598120	1672674	531	41	42	27	78	64	49	61	45	64	60
Scaffold101	952395	176635262	1672674	192	11	10	5	25	25	22	23	16	18	37
Scaffold101	992051	176674918	1672674	367	25	26	16	48	50	40	46	36	39	41
Scaffold101	1036989	176719856	1672674	552	38	43	36	56	86	69	61	46	60	57
Scaffold101	1077166	176760033	1672674	133	7	12	8	13	15	34	26	8	7	3
Scaffold101	1119292	176802159	1672674	555	51	42	20	66	65	56	82	59	40	74
Scaffold101	1205351	176888218	1672674	618	64	60	24	66	65	69	66	60	73	71
Scaffold101	1258401	176941268	1672674	386	39	31	12	52	43	46	39	30	39	55
Scaffold101	1291157	176974024	1672674	500	42	41	25	63	51	70	62	46	48	52
Scaffold101	1344501	177027368	1672674	560	60	42	26	63	72	54	82	45	51	65
Scaffold101	1384127	177066994	1672674	496	42	38	27	56	70	54	56	49	52	52
Scaffold101	1413595	177096462	1672674	353	37	40	17	41	45	29	38	23	39	44
Scaffold101	1455876	177138743	1672674	664	64	40	39	84	77	81	83	64	66	66
Scaffold101	1508354	177191221	1672674	352	24	37	34	28	46	45	31	22	41	44
Scaffold101	1597986	177280853	1672674	548	42	35	35	55	74	71	71	63	47	55
Scaffold101	1648708	177331575	1672674	471	46	39	21	50	54	68	60	47	39	47
Scaffold102	33710	177389251	1103780	472	33	30	22	83	53	49	65	38	50	49
Scaffold102	83379	177438920	1103780	305	18	31	7	51	58	20	38	27	24	31
Scaffold102	125512	177481053	1103780	600	58	47	31	73	86	70	75	56	55	49
Scaffold102	164006	177519547	1103780	489	33	40	31	55	69	59	63	32	58	49
Scaffold102	200764	177556305	1103780	173	21	6	4	6	21	30	33	12	16	24
Scaffold102	240358	177595899	1103780	500	38	25	22	69	69	71	62	43	54	47
Scaffold102	279459	177635000	1103780	446	34	32	28	52	53	46	61	41	42	57
Scaffold102	311866	177667407	1103780	296	17	29	18	48	54	24	31	33	21	21
Scaffold102	349160	177704701	1103780	339	35	27	26	41	44	32	41	38	25	30
Scaffold102	388391	177743932	1103780	623	51	46	46	66	75	63	82	49	70	75
Scaffold102	419850	177775391	1103780	723	47	68	40	78	92	86	79	64	72	97
Scaffold102	468924	177824465	1103780	171	11	9	7	34	6	12	14	9	34	35
Scaffold102	503886	177859427	1103780	459	44	31	24	57	53	52	51	43	40	64
Scaffold102	543961	177899502	1103780	498	46	39	44	48	57	54	65	41	47	57
Scaffold102	579277	177934818	1103780	127	7	9	6	36	11	7	27	5	13	6
Scaffold102	605069	177960610	1103780	385	25	30	30	55	56	42	39	27	47	34
Scaffold102	647113	178002654	1103780	393	37	31	27	42	62	43	46	37	43	25
Scaffold102	694563	178050104	1103780	698	59	46	45	102	103	79	63	66	65	70
Scaffold102	739373	178094914	1103780	492	36	34	39	44	66	59	61	45	62	46
Scaffold102	789741	178145282	1103780	517	50	35	38	61	86	53	58	36	43	57
Scaffold102	815777	178171318	1103780	469	43	30	22	71	67	51	49	37	46	53
Scaffold102	851460	178207001	1103780	327	29	21	27	54	28	21	26	28	39	54
Scaffold102	885906	178241447	1103780	507	33	33	32	59	57	60	54	57	60	62
Scaffold102	928764	178284305	1103780	602	33	46	27	71	79	83	65	54	66	78
Scaffold102	956892	178312433	1103780	339	25	31	8	37	36	52	62	30	21	37
Scaffold102	1010222	178365763	1103780	687	62	62	31	68	76	78	95	53	71	91
Scaffold102	1045732	178401273	1103780	511	35	45	32	48	52	74	72	56	45	52
Scaffold102	1093679	178449220	1103780	301	22	25	16	37	39	31	27	19	35	50
Scaffold103	22524	178481845	1404783	386	40	30	19	42	36	39	48	36	42	54
Scaffold103	61151	178520472	1404783	340	23	29	20	31	33	43	53	17	40	51
Scaffold103	87463	178546784	1404783	263	26	19	24	48	32	21	20	31	13	29
Scaffold103	110939	178570260	1404783	421	20	35	31	48	71	53	53	22	48	40
Scaffold103	143170	178602491	1404783	537	49	34	38	68	71	58	65	48	54	52
Scaffold103	197059	178656380	1404783	461	41	35	19	55	62	48	53	48	36	64
Scaffold103	239269	178698590	1404783	499	40	38	22	60	56	70	61	44	53	55
Scaffold103	293581	178752902	1404783	195	8	11	4	31	25	30	26	10	24	26
Scaffold103	339963	178799284	1404783	87	3	17	3	9	27	14	6	1	0	7
Scaffold103	400261	178859582	1404783	494	37	32	33	71	53	49	59	36	55	69
Scaffold103	435198	178894519	1404783	720	60	59	55	78	78	73	78	63	61	115
Scaffold103	476324	178935645	1404783	634	49	61	24	72	88	73	76	60	58	73
Scaffold103	514527	178973848	1404783	208	18	10	4	13	36	29	33	4	20	41
Scaffold103	550155	179009476	1404783	229	24	15	1	10	35	25	41	24	32	22
Scaffold103	589207	179048528	1404783	540	44	53	30	69	72	68	60	35	55	54
Scaffold103	630400	179089721	1404783	155	10	9	8	31	11	11	14	15	15	31
Scaffold103	666525	179125846	1404783	460	44	46	17	61	57	41	53	36	42	63
Scaffold103	701999	179161320	1404783	499	32	40	35	58	60	60	64	41	38	71
Scaffold103	734005	179193326	1404783	525	47	39	32	67	59	51	76	44	56	54
Scaffold103	775699	179235020	1404783	518	35	46	23	54	61	67	67	55	54	56
Scaffold103	811472	179270793	1404783	500	42	37	45	50	58	60	55	44	52	57
Scaffold103	846311	179305632	1404783	559	56	36	27	58	82	57	86	48	48	61
Scaffold103	885247	179344568	1404783	381	31	27	22	43	47	44	49	28	44	46
Scaffold103	928666	179387987	1404783	449	45	35	25	42	59	56	55	38	39	55
Scaffold103	963906	179423227	1404783	444	33	32	40	45	55	45	57	38	38	61
Scaffold103	1002951	179462272	1404783	505	36	33	47	69	58	51	64	32	50	65
Scaffold103	1043668	179502989	1404783	503	35	49	30	54	63	70	59	33	52	58
Scaffold103	1079763	179539084	1404783	873	65	86	46	110	88	105	104	83	99	87
Scaffold103	1138523	179597844	1404783	245	18	18	19	41	34	13	22	39	16	25
Scaffold103	1178337	179637658	1404783	440	35	40	21	51	44	61	52	41	54	41
Scaffold103	1221159	179680480	1404783	633	40	43	37	81	85	73	77	55	47	95
Scaffold103	1253041	179712362	1404783	607	70	54	25	62	59	62	74	48	72	81
Scaffold103	1295304	179754625	1404783	478	30	51	28	46	58	53	55	46	59	52
Scaffold103	1347484	179806805	1404783	504	37	43	32	54	72	51	67	53	33	62
Scaffold103	1384292	179843613	1404783	413	29	43	16	57	48	56	51	35	33	45
Scaffold104	26316	179890420	1028747	539	34	39	39	67	61	67	67	42	49	74
Scaffold104	75627	179939731	1028747	281	25	21	20	41	26	15	33	18	47	35
Scaffold104	117681	179981785	1028747	405	25	39	24	32	55	55	59	27	22	67
Scaffold104	176030	180040134	1028747	421	17	28	25	64	56	39	51	30	43	68
Scaffold104	228681	180092785	1028747	531	38	37	47	58	69	57	81	42	53	49
Scaffold104	263322	180127426	1028747	451	36	37	23	52	43	60	59	45	42	54
Scaffold104	300299	180164403	1028747	513	48	42	35	56	55	51	57	50	50	69
Scaffold104	340296	180204400	1028747	457	57	38	19	47	51	57	45	28	64	51
Scaffold104	377796	180241900	1028747	856	83	63	21	111	120	87	147	52	87	85
Scaffold104	410877	180274981	1028747	477	30	39	23	49	63	59	60	50	47	57
Scaffold104	447393	180311497	1028747	528	39	44	34	71	70	65	58	36	49	62
Scaffold104	487098	180351202	1028747	540	49	40	31	58	69	65	55	54	54	65
Scaffold104	524201	180388305	1028747	449	38	39	25	47	55	61	58	44	33	49
Scaffold104	568262	180432366	1028747	367	28	28	36	41	38	48	37	31	38	42
Scaffold104	608504	180472608	1028747	478	33	37	17	55	74	57	56	48	52	49
Scaffold104	654426	180518530	1028747	465	33	39	17	55	71	60	61	32	40	57
Scaffold104	726577	180590681	1028747	592	48	49	45	79	68	63	76	46	50	68
Scaffold104	764273	180628377	1028747	405	25	34	18	51	36	55	61	37	41	47
Scaffold104	801747	180665851	1028747	504	46	35	24	63	62	55	61	44	51	63
Scaffold104	847512	180711616	1028747	544	45	29	31	85	82	65	59	52	49	47
Scaffold104	904182	180768286	1028747	431	26	36	31	52	54	66	46	28	35	57
Scaffold104	946270	180810374	1028747	436	43	42	21	49	55	45	61	44	34	42
Scaffold104	972530	180836634	1028747	505	36	36	24	51	57	53	78	43	54	73
Scaffold104	1014857	180878961	1028747	456	31	32	28	62	47	54	61	33	48	60
Scaffold105	28901	180921752	1044698	403	39	29	33	51	60	67	35	12	30	47
Scaffold105	67988	180960839	1044698	440	28	35	25	52	56	60	56	39	47	42
Scaffold105	101534	180994385	1044698	390	28	28	36	47	40	48	46	36	38	43
Scaffold105	134575	181027426	1044698	470	29	32	39	67	61	49	53	45	45	50
Scaffold105	166247	181059098	1044698	557	41	55	21	68	92	70	72	49	45	44
Scaffold105	204845	181097696	1044698	746	66	41	88	70	96	88	85	65	71	76
Scaffold105	238372	181131223	1044698	228	17	26	15	22	35	28	21	7	19	38
Scaffold105	268487	181161338	1044698	436	37	27	21	60	57	51	50	41	40	52
Scaffold105	301206	181194057	1044698	465	38	38	23	57	74	50	54	36	48	47
Scaffold105	332837	181225688	1044698	612	49	47	38	70	79	75	74	51	62	67
Scaffold105	356800	181249651	1044698	258	32	33	9	25	32	28	25	17	18	39
Scaffold105	392087	181284938	1044698	543	41	40	34	67	61	62	68	44	57	69
Scaffold105	422497	181315348	1044698	362	32	40	12	40	27	29	54	53	44	31
Scaffold105	451435	181344286	1044698	517	45	43	27	74	63	55	75	17	61	57
Scaffold105	484149	181377000	1044698	412	30	31	38	41	49	48	39	46	40	50
Scaffold105	530718	181423569	1044698	276	31	22	25	35	41	20	31	22	31	18
Scaffold105	576526	181469377	1044698	537	41	39	36	59	69	55	75	66	46	51
Scaffold105	617018	181509869	1044698	403	30	25	26	48	50	46	54	36	39	49
Scaffold105	646078	181538929	1044698	487	40	37	44	60	55	63	64	36	37	51
Scaffold105	674325	181567176	1044698	374	35	21	13	44	50	42	42	38	47	42
Scaffold105	714579	181607430	1044698	489	45	37	21	62	56	61	73	33	49	52
Scaffold105	750495	181643346	1044698	353	26	43	27	56	53	41	23	23	31	30
Scaffold105	793079	181685930	1044698	614	39	47	31	96	89	65	86	25	68	68
Scaffold105	839226	181732077	1044698	462	33	34	32	54	60	62	55	45	39	48
Scaffold105	875102	181767953	1044698	445	35	44	17	65	51	46	53	46	32	56
Scaffold105	911692	181804543	1044698	499	36	49	21	63	65	63	65	44	46	47
Scaffold105	940543	181833394	1044698	612	63	32	20	73	76	62	76	60	84	66
Scaffold105	977635	181870486	1044698	447	36	33	38	47	59	49	53	37	47	48
Scaffold105	1011481	181904332	1044698	452	36	33	15	72	63	34	53	46	61	39
Scaffold106	7022	181944571	985153	239	31	29	5	27	38	36	33	6	15	19
Scaffold106	32489	181970038	985153	461	34	36	28	48	52	52	54	35	62	60
Scaffold106	62965	182000514	985153	446	40	31	28	48	49	46	70	46	41	47
Scaffold106	104459	182042008	985153	199	5	17	8	17	25	36	33	38	7	13
Scaffold106	143529	182081078	985153	515	47	39	31	62	73	63	57	36	55	52
Scaffold106	194921	182132470	985153	207	14	21	17	36	31	18	14	4	31	21
Scaffold106	230056	182167605	985153	311	25	28	4	24	42	35	53	25	35	40
Scaffold106	266583	182204132	985153	98	21	9	4	6	13	7	9	1	9	19
Scaffold106	320561	182258110	985153	376	23	48	17	54	51	38	48	26	31	40
Scaffold106	380010	182317559	985153	433	39	42	26	59	48	46	52	31	42	48
Scaffold106	426578	182364127	985153	487	39	35	25	43	65	58	74	49	50	49
Scaffold106	472243	182409792	985153	273	10	22	20	39	43	21	19	38	37	24
Scaffold106	512040	182449589	985153	456	35	40	17	71	60	53	49	37	45	49
Scaffold106	556495	182494044	985153	320	42	19	10	46	52	28	32	30	26	35
Scaffold106	596755	182534304	985153	310	22	20	10	34	44	34	48	32	29	37
Scaffold106	638279	182575828	985153	247	16	14	9	27	32	15	27	38	34	35
Scaffold106	678101	182615650	985153	603	49	41	18	75	89	81	75	61	55	59
Scaffold106	712973	182650522	985153	415	29	29	19	62	42	54	46	40	42	52
Scaffold106	739743	182677292	985153	177	13	16	8	31	21	10	19	24	11	24
Scaffold106	766599	182704148	985153	586	55	30	26	78	74	77	65	47	56	78
Scaffold106	807018	182744567	985153	500	39	33	27	70	68	56	55	47	50	55
Scaffold106	852513	182790062	985153	706	62	40	43	86	94	93	71	68	69	80
Scaffold106	895377	182832926	985153	492	37	39	28	74	54	52	66	39	53	50
Scaffold106	933415	182870964	985153	421	40	35	26	52	54	45	48	40	39	42
Scaffold106	975899	182913448	985153	506	39	38	19	62	72	51	84	42	51	48
Scaffold107	23645	182946347	1162458	431	42	42	35	42	46	46	49	30	46	53
Scaffold107	61320	182984022	1162458	351	23	27	19	47	35	38	36	33	45	48
Scaffold107	87381	183010083	1162458	468	38	36	26	59	66	33	71	15	62	62
Scaffold107	122269	183044971	1162458	216	15	20	9	16	23	19	37	36	24	17
Scaffold107	157588	183080290	1162458	447	41	43	24	46	45	52	55	43	46	52
Scaffold107	199747	183122449	1162458	441	30	41	25	53	70	55	38	35	42	52
Scaffold107	243458	183166160	1162458	500	39	53	31	72	67	55	53	34	39	57
Scaffold107	283180	183205882	1162458	118	10	11	3	12	30	20	19	8	3	2
Scaffold107	315131	183237833	1162458	512	37	37	42	59	61	68	55	28	52	73
Scaffold107	346199	183268901	1162458	474	51	34	23	62	66	45	49	41	51	52
Scaffold107	379118	183301820	1162458	135	16	11	26	11	11	15	16	14	6	9
Scaffold107	434720	183357422	1162458	669	66	43	44	66	94	85	67	54	59	91
Scaffold107	473457	183396159	1162458	443	36	24	28	58	62	45	46	45	42	57
Scaffold107	517327	183440029	1162458	698	45	53	53	70	94	72	84	86	58	83
Scaffold107	553015	183475717	1162458	546	40	38	47	85	56	61	64	44	74	37
Scaffold107	578932	183501634	1162458	481	36	37	13	71	79	57	56	38	42	52
Scaffold107	619255	183541957	1162458	455	36	29	40	52	54	44	50	38	50	62
Scaffold107	655528	183578230	1162458	520	42	41	28	58	68	57	63	54	42	67
Scaffold107	688002	183610704	1162458	459	41	41	18	65	61	34	40	49	50	60
Scaffold107	733450	183656152	1162458	754	68	33	63	90	89	93	83	64	83	88
Scaffold107	770740	183693442	1162458	349	38	31	26	26	59	46	40	22	27	34
Scaffold107	805244	183727946	1162458	496	39	43	22	59	72	54	73	39	49	46
Scaffold107	863894	183786596	1162458	483	28	40	26	63	68	60	57	48	43	50
Scaffold107	901140	183823842	1162458	422	47	33	19	42	50	35	48	39	41	68
Scaffold107	933825	183856527	1162458	407	41	27	26	37	62	36	39	38	36	65
Scaffold107	967280	183889982	1162458	741	60	58	52	75	80	80	75	66	108	87
Scaffold107	1004361	183927063	1162458	391	25	23	22	55	50	53	59	27	44	33
Scaffold107	1043390	183966092	1162458	84	9	2	0	13	3	7	12	14	1	23
Scaffold107	1084609	184007311	1162458	459	43	31	19	56	64	51	55	40	52	48
Scaffold107	1110919	184033621	1162458	371	36	21	22	46	57	35	36	31	47	40
Scaffold107	1147227	184069929	1162458	530	45	41	25	69	60	53	48	65	61	63
Scaffold108	93270	184178430	876840	911	89	60	42	105	109	108	140	74	83	101
Scaffold108	201291	184286451	876840	528	53	44	33	59	54	67	69	48	51	50
Scaffold108	241292	184326452	876840	442	25	45	27	46	72	59	70	42	14	42
Scaffold108	286257	184371417	876840	459	46	40	34	46	55	50	47	46	42	53
Scaffold108	329993	184415153	876840	502	33	33	30	67	59	46	67	42	60	65
Scaffold108	391890	184477050	876840	225	23	14	2	15	38	38	55	9	9	22
Scaffold108	439085	184524245	876840	492	43	38	30	53	55	63	69	40	47	54
Scaffold108	486580	184571740	876840	448	29	36	30	47	58	55	58	39	47	49
Scaffold108	531584	184616744	876840	473	18	39	39	68	62	51	67	39	53	37
Scaffold108	569769	184654929	876840	451	37	40	26	47	64	49	46	43	51	48
Scaffold108	621568	184706728	876840	237	15	23	15	18	47	16	35	13	21	34
Scaffold108	670521	184755681	876840	244	25	13	27	15	32	42	34	19	19	18
Scaffold108	711933	184797093	876840	357	35	26	12	40	53	34	43	27	39	48
Scaffold108	762924	184848084	876840	583	53	49	20	50	81	73	83	74	57	43
Scaffold108	790937	184876097	876840	493	45	29	24	61	50	56	76	50	44	58
Scaffold108	832230	184917390	876840	326	28	22	7	38	39	44	35	23	53	37
Scaffold108	864855	184950015	876840	419	35	42	23	57	42	37	51	38	43	51
