chrom	pos	pos_cum	length	DP4	pool_0
Scaffold1	304182	304182	5510682	28	28
Scaffold1	304280	304280	5510682	33	33
Scaffold1	304516	304516	5510682	36	36
Scaffold1	304835	304835	5510682	34	34
Scaffold1	305102	305102	5510682	26	26
Scaffold1	305135	305135	5510682	30	30
Scaffold1	305165	305165	5510682	35	35
Scaffold1	305355	305355	5510682	46	46
Scaffold1	305398	305398	5510682	50	50
Scaffold1	305402	305402	5510682	51	51
Scaffold1	305433	305433	5510682	45	45
Scaffold1	305512	305512	5510682	46	46
Scaffold1	305598	305598	5510682	45	45
Scaffold1	305854	305854	5510682	37	37
Scaffold1	305961	305961	5510682	29	29
Scaffold1	307220	307220	5510682	35	35
Scaffold1	307248	307248	5510682	33	33
Scaffold1	307609	307609	5510682	52	52
Scaffold1	307764	307764	5510682	30	30
Scaffold1	308126	308126	5510682	24	24
Scaffold1	308149	308149	5510682	26	26
Scaffold1	308481	308481	5510682	29	29
Scaffold1	308705	308705	5510682	47	47
Scaffold1	308788	308788	5510682	51	51
Scaffold1	308794	308794	5510682	52	52
Scaffold1	308821	308821	5510682	54	54
Scaffold1	308833	308833	5510682	73	73
Scaffold1	308902	308902	5510682	55	55
Scaffold1	308993	308993	5510682	66	66
Scaffold1	309292	309292	5510682	32	32
Scaffold1	309356	309356	5510682	35	35
Scaffold1	309736	309736	5510682	41	41
Scaffold1	309757	309757	5510682	39	39
Scaffold1	309772	309772	5510682	41	41
Scaffold1	309802	309802	5510682	41	41
Scaffold1	310065	310065	5510682	33	33
Scaffold1	310192	310192	5510682	32	32
Scaffold1	310265	310265	5510682	46	46
Scaffold1	310379	310379	5510682	48	48
Scaffold1	310596	310596	5510682	47	47
Scaffold1	310734	310734	5510682	33	33
Scaffold1	310975	310975	5510682	49	49
Scaffold1	311123	311123	5510682	51	51
Scaffold1	311126	311126	5510682	50	50
Scaffold1	311383	311383	5510682	44	44
Scaffold1	311413	311413	5510682	46	46
Scaffold1	311421	311421	5510682	37	37
Scaffold1	311424	311424	5510682	39	39
Scaffold1	311426	311426	5510682	44	44
Scaffold1	311431	311431	5510682	44	44
Scaffold1	311438	311438	5510682	46	46
Scaffold1	311447	311447	5510682	47	47
Scaffold1	311601	311601	5510682	46	46
Scaffold1	311648	311648	5510682	41	41
Scaffold1	311661	311661	5510682	56	56
Scaffold1	311756	311756	5510682	33	33
Scaffold1	311809	311809	5510682	41	41
Scaffold1	312113	312113	5510682	60	60
Scaffold1	312230	312230	5510682	73	73
Scaffold1	312246	312246	5510682	70	70
Scaffold1	312272	312272	5510682	65	65
Scaffold1	312306	312306	5510682	67	67
Scaffold1	312359	312359	5510682	56	56
Scaffold1	312362	312362	5510682	96	96
Scaffold1	312498	312498	5510682	74	74
Scaffold1	312597	312597	5510682	51	51
Scaffold1	312613	312613	5510682	71	71
Scaffold1	312625	312625	5510682	53	53
Scaffold1	312909	312909	5510682	52	52
Scaffold1	312912	312912	5510682	52	52
Scaffold1	313015	313015	5510682	47	47
Scaffold1	313855	313855	5510682	38	38
Scaffold1	313918	313918	5510682	51	51
Scaffold1	313992	313992	5510682	37	37
Scaffold1	314188	314188	5510682	39	39
Scaffold1	314198	314198	5510682	37	37
Scaffold1	314214	314214	5510682	34	34
Scaffold1	314338	314338	5510682	48	48
Scaffold1	314343	314343	5510682	48	48
Scaffold1	314373	314373	5510682	48	48
Scaffold1	314391	314391	5510682	54	54
Scaffold1	314497	314497	5510682	37	37
Scaffold1	314553	314553	5510682	53	53
Scaffold1	314967	314967	5510682	29	29
Scaffold1	315099	315099	5510682	36	36
Scaffold1	315115	315115	5510682	30	30
Scaffold1	315421	315421	5510682	41	41
Scaffold1	315504	315504	5510682	35	35
Scaffold1	317400	317400	5510682	32	32
Scaffold1	318068	318068	5510682	27	27
Scaffold1	318329	318329	5510682	41	41
Scaffold1	318546	318546	5510682	32	32
Scaffold1	318549	318549	5510682	31	31
Scaffold1	318558	318558	5510682	29	29
Scaffold1	318843	318843	5510682	38	38
Scaffold1	318848	318848	5510682	39	39
Scaffold1	318862	318862	5510682	40	40
Scaffold1	318887	318887	5510682	36	36
Scaffold1	319124	319124	5510682	38	38
Scaffold1	319197	319197	5510682	38	38
Scaffold1	319248	319248	5510682	28	28
Scaffold1	319472	319472	5510682	32	32
Scaffold1	319491	319491	5510682	28	28
Scaffold1	319549	319549	5510682	33	33
Scaffold1	319660	319660	5510682	37	37
Scaffold1	319818	319818	5510682	48	48
Scaffold1	319860	319860	5510682	46	46
Scaffold1	320024	320024	5510682	28	28
Scaffold1	320088	320088	5510682	20	20
Scaffold1	320096	320096	5510682	23	23
Scaffold1	320112	320112	5510682	24	24
Scaffold1	320168	320168	5510682	27	27
Scaffold1	320210	320210	5510682	36	36
Scaffold1	320224	320224	5510682	40	40
Scaffold1	320309	320309	5510682	39	39
Scaffold1	320340	320340	5510682	47	47
Scaffold1	320412	320412	5510682	47	47
Scaffold1	320440	320440	5510682	46	46
Scaffold1	321244	321244	5510682	39	39
Scaffold1	321340	321340	5510682	30	30
Scaffold1	321524	321524	5510682	3	3
Scaffold1	321542	321542	5510682	3	3
Scaffold1	321547	321547	5510682	3	3
Scaffold1	321807	321807	5510682	29	29
Scaffold1	321820	321820	5510682	40	40
Scaffold1	322131	322131	5510682	24	24
Scaffold1	322225	322225	5510682	19	19
Scaffold1	322371	322371	5510682	17	17
Scaffold1	322378	322378	5510682	19	19
Scaffold1	322381	322381	5510682	19	19
Scaffold1	322459	322459	5510682	35	35
Scaffold1	322514	322514	5510682	34	34
Scaffold1	322664	322664	5510682	21	21
Scaffold1	322674	322674	5510682	21	21
Scaffold1	322719	322719	5510682	23	23
Scaffold1	322829	322829	5510682	27	27
Scaffold1	322958	322958	5510682	36	36
Scaffold1	323049	323049	5510682	48	48
Scaffold1	323397	323397	5510682	42	42
Scaffold1	323446	323446	5510682	36	36
Scaffold1	323767	323767	5510682	38	38
Scaffold1	324013	324013	5510682	30	30
Scaffold1	324018	324018	5510682	32	32
Scaffold1	324043	324043	5510682	31	31
Scaffold1	324076	324076	5510682	32	32
Scaffold1	324092	324092	5510682	33	33
Scaffold1	324368	324368	5510682	32	32
Scaffold1	324390	324390	5510682	35	35
Scaffold1	324454	324454	5510682	39	39
Scaffold1	324524	324524	5510682	42	42
Scaffold1	324559	324559	5510682	39	39
Scaffold1	324679	324679	5510682	35	35
Scaffold1	324851	324851	5510682	36	36
Scaffold1	324855	324855	5510682	35	35
Scaffold1	325014	325014	5510682	29	29
Scaffold1	325070	325070	5510682	29	29
Scaffold1	325341	325341	5510682	39	39
Scaffold1	325434	325434	5510682	42	42
Scaffold1	325495	325495	5510682	43	43
Scaffold1	325523	325523	5510682	44	44
Scaffold1	325563	325563	5510682	41	41
Scaffold1	325728	325728	5510682	33	33
Scaffold1	325996	325996	5510682	50	50
Scaffold1	326079	326079	5510682	38	38
Scaffold1	326083	326083	5510682	37	37
Scaffold1	326161	326161	5510682	39	39
Scaffold1	326243	326243	5510682	44	44
Scaffold1	326403	326403	5510682	28	28
Scaffold1	326766	326766	5510682	38	38
Scaffold1	326796	326796	5510682	35	35
Scaffold1	326815	326815	5510682	33	33
Scaffold1	327030	327030	5510682	35	35
Scaffold1	327091	327091	5510682	46	46
Scaffold1	327115	327115	5510682	44	44
Scaffold1	327166	327166	5510682	45	45
Scaffold1	327305	327305	5510682	38	38
Scaffold1	327401	327401	5510682	40	40
Scaffold1	327514	327514	5510682	36	36
Scaffold1	327537	327537	5510682	35	35
Scaffold1	327601	327601	5510682	29	29
Scaffold1	327625	327625	5510682	43	43
Scaffold1	327657	327657	5510682	37	37
Scaffold1	327785	327785	5510682	37	37
Scaffold1	327944	327944	5510682	30	30
Scaffold1	328022	328022	5510682	32	32
Scaffold1	328033	328033	5510682	35	35
Scaffold1	328062	328062	5510682	38	38
Scaffold1	328083	328083	5510682	33	33
Scaffold1	328247	328247	5510682	33	33
Scaffold1	328265	328265	5510682	33	33
Scaffold1	328332	328332	5510682	30	30
Scaffold1	328366	328366	5510682	36	36
Scaffold1	328391	328391	5510682	35	35
Scaffold1	328647	328647	5510682	29	29
Scaffold1	328687	328687	5510682	31	31
Scaffold1	328699	328699	5510682	30	30
Scaffold1	328916	328916	5510682	27	27
Scaffold1	328974	328974	5510682	28	28
Scaffold1	328979	328979	5510682	30	30
Scaffold1	328994	328994	5510682	27	27
Scaffold1	329141	329141	5510682	35	35
Scaffold1	329286	329286	5510682	44	44
Scaffold1	329293	329293	5510682	48	48
Scaffold1	329344	329344	5510682	36	36
Scaffold1	329535	329535	5510682	51	51
Scaffold1	329586	329586	5510682	39	39
Scaffold1	329599	329599	5510682	37	37
Scaffold1	329655	329655	5510682	40	40
Scaffold1	329675	329675	5510682	38	38
Scaffold1	329710	329710	5510682	36	36
Scaffold1	329745	329745	5510682	35	35
Scaffold1	329854	329854	5510682	34	34
Scaffold1	329879	329879	5510682	31	31
Scaffold1	330007	330007	5510682	33	33
Scaffold1	330138	330138	5510682	35	35
Scaffold1	330208	330208	5510682	38	38
Scaffold1	330216	330216	5510682	40	40
Scaffold1	330225	330225	5510682	40	40
Scaffold1	330283	330283	5510682	40	40
Scaffold1	330631	330631	5510682	40	40
Scaffold1	330753	330753	5510682	36	36
Scaffold1	330970	330970	5510682	62	62
Scaffold1	331014	331014	5510682	46	46
Scaffold1	331083	331083	5510682	50	50
Scaffold1	331230	331230	5510682	61	61
Scaffold1	331349	331349	5510682	68	68
Scaffold1	331569	331569	5510682	66	66
Scaffold1	331624	331624	5510682	78	78
Scaffold1	331633	331633	5510682	74	74
Scaffold1	331651	331651	5510682	72	72
Scaffold1	331735	331735	5510682	57	57
Scaffold1	331915	331915	5510682	54	54
Scaffold1	332030	332030	5510682	41	41
Scaffold1	332501	332501	5510682	49	49
Scaffold1	332507	332507	5510682	47	47
Scaffold1	332526	332526	5510682	48	48
Scaffold1	332789	332789	5510682	37	37
Scaffold1	332794	332794	5510682	34	34
Scaffold1	332957	332957	5510682	36	36
Scaffold1	332991	332991	5510682	38	38
Scaffold1	333075	333075	5510682	31	31
Scaffold1	333082	333082	5510682	32	32
Scaffold1	333118	333118	5510682	36	36
Scaffold1	333124	333124	5510682	37	37
Scaffold1	333150	333150	5510682	38	38
Scaffold1	333153	333153	5510682	38	38
Scaffold1	333444	333444	5510682	49	49
Scaffold1	333510	333510	5510682	27	27
Scaffold1	333645	333645	5510682	48	48
Scaffold1	333760	333760	5510682	41	41
Scaffold1	333773	333773	5510682	41	41
Scaffold1	333920	333920	5510682	51	51
Scaffold1	334031	334031	5510682	45	45
Scaffold1	334430	334430	5510682	37	37
Scaffold1	334476	334476	5510682	44	44
Scaffold1	334564	334564	5510682	47	47
Scaffold1	334631	334631	5510682	37	37
Scaffold1	334689	334689	5510682	32	32
Scaffold1	334717	334717	5510682	35	35
Scaffold1	334798	334798	5510682	31	31
Scaffold1	334983	334983	5510682	36	36
Scaffold1	335058	335058	5510682	33	33
Scaffold1	335226	335226	5510682	26	26
Scaffold1	335337	335337	5510682	35	35
Scaffold1	335417	335417	5510682	38	38
Scaffold1	335420	335420	5510682	38	38
Scaffold1	335548	335548	5510682	49	49
Scaffold1	335698	335698	5510682	60	60
Scaffold1	335744	335744	5510682	51	51
Scaffold1	336022	336022	5510682	35	35
Scaffold1	336259	336259	5510682	37	37
Scaffold1	336374	336374	5510682	44	44
Scaffold1	336388	336388	5510682	38	38
Scaffold1	336834	336834	5510682	32	32
Scaffold1	336988	336988	5510682	34	34
Scaffold1	337014	337014	5510682	31	31
Scaffold1	337021	337021	5510682	29	29
Scaffold1	337046	337046	5510682	26	26
Scaffold1	337055	337055	5510682	25	25
Scaffold1	337123	337123	5510682	33	33
Scaffold1	337242	337242	5510682	34	34
Scaffold1	337555	337555	5510682	46	46
Scaffold1	337557	337557	5510682	47	47
Scaffold1	337708	337708	5510682	28	28
Scaffold1	337782	337782	5510682	32	32
Scaffold1	337850	337850	5510682	40	40
Scaffold1	337862	337862	5510682	38	38
Scaffold1	337897	337897	5510682	34	34
Scaffold1	338282	338282	5510682	35	35
Scaffold1	338289	338289	5510682	37	37
Scaffold1	338329	338329	5510682	38	38
Scaffold1	338420	338420	5510682	38	38
Scaffold1	338421	338421	5510682	36	36
Scaffold1	338617	338617	5510682	37	37
Scaffold1	338742	338742	5510682	41	41
Scaffold1	338786	338786	5510682	44	44
Scaffold1	338898	338898	5510682	42	42
Scaffold1	339254	339254	5510682	38	38
Scaffold1	339412	339412	5510682	36	36
Scaffold1	339438	339438	5510682	36	36
Scaffold1	339447	339447	5510682	37	37
Scaffold1	339520	339520	5510682	36	36
Scaffold1	339565	339565	5510682	38	38
Scaffold1	339581	339581	5510682	31	31
Scaffold1	339679	339679	5510682	25	25
Scaffold1	339693	339693	5510682	21	21
Scaffold1	339696	339696	5510682	22	22
Scaffold1	339715	339715	5510682	28	28
Scaffold1	339897	339897	5510682	34	34
Scaffold1	340043	340043	5510682	34	34
Scaffold1	340426	340426	5510682	28	28
Scaffold1	340457	340457	5510682	27	27
Scaffold1	340503	340503	5510682	34	34
Scaffold1	340521	340521	5510682	37	37
Scaffold1	340578	340578	5510682	40	40
Scaffold1	340643	340643	5510682	42	42
Scaffold1	340755	340755	5510682	36	36
Scaffold1	340809	340809	5510682	36	36
Scaffold1	340817	340817	5510682	37	37
Scaffold1	340876	340876	5510682	33	33
Scaffold1	341083	341083	5510682	26	26
Scaffold1	342603	342603	5510682	32	32
Scaffold1	342659	342659	5510682	33	33
Scaffold1	342759	342759	5510682	37	37
Scaffold1	342767	342767	5510682	33	33
Scaffold1	342770	342770	5510682	31	31
Scaffold1	342932	342932	5510682	37	37
Scaffold1	343028	343028	5510682	31	31
Scaffold1	343169	343169	5510682	20	20
Scaffold1	343187	343187	5510682	17	17
Scaffold1	343214	343214	5510682	18	18
Scaffold1	343250	343250	5510682	20	20
Scaffold1	343523	343523	5510682	28	28
Scaffold1	343561	343561	5510682	24	24
Scaffold1	343566	343566	5510682	24	24
Scaffold1	344306	344306	5510682	32	32
Scaffold1	344948	344948	5510682	39	39
Scaffold1	345158	345158	5510682	26	26
Scaffold1	345494	345494	5510682	28	28
Scaffold1	345506	345506	5510682	30	30
Scaffold1	345644	345644	5510682	29	29
Scaffold1	345719	345719	5510682	38	38
Scaffold1	345727	345727	5510682	38	38
Scaffold1	345768	345768	5510682	34	34
Scaffold1	347358	347358	5510682	25	25
Scaffold1	347525	347525	5510682	54	54
Scaffold1	347659	347659	5510682	39	39
Scaffold1	347666	347666	5510682	53	53
Scaffold1	347781	347781	5510682	37	37
Scaffold1	347892	347892	5510682	37	37
Scaffold1	347898	347898	5510682	37	37
Scaffold1	347992	347992	5510682	34	34
Scaffold1	347995	347995	5510682	33	33
Scaffold1	348248	348248	5510682	49	49
Scaffold1	348410	348410	5510682	40	40
Scaffold1	348421	348421	5510682	38	38
Scaffold1	348658	348658	5510682	43	43
Scaffold1	348921	348921	5510682	37	37
Scaffold1	348985	348985	5510682	44	44
Scaffold1	349253	349253	5510682	43	43
Scaffold1	349258	349258	5510682	9	9
Scaffold1	349463	349463	5510682	31	31
Scaffold1	349800	349800	5510682	47	47
Scaffold1	349811	349811	5510682	49	49
Scaffold1	349858	349858	5510682	42	42
Scaffold1	349899	349899	5510682	44	44
Scaffold1	350081	350081	5510682	39	39
Scaffold1	350088	350088	5510682	38	38
Scaffold1	350239	350239	5510682	41	41
Scaffold1	350306	350306	5510682	35	35
Scaffold1	350373	350373	5510682	36	36
Scaffold1	350490	350490	5510682	32	32
Scaffold1	350512	350512	5510682	37	37
Scaffold1	350529	350529	5510682	35	35
Scaffold1	350560	350560	5510682	30	30
Scaffold1	350779	350779	5510682	37	37
Scaffold1	350867	350867	5510682	51	51
Scaffold1	350960	350960	5510682	34	34
Scaffold1	350972	350972	5510682	35	35
Scaffold1	351050	351050	5510682	34	34
Scaffold1	351287	351287	5510682	26	26
Scaffold1	351564	351564	5510682	33	33
Scaffold1	351624	351624	5510682	38	38
Scaffold1	351707	351707	5510682	33	33
Scaffold1	352875	352875	5510682	52	52
Scaffold1	353715	353715	5510682	33	33
Scaffold1	353769	353769	5510682	32	32
Scaffold1	353945	353945	5510682	37	37
Scaffold1	353964	353964	5510682	36	36
Scaffold1	354063	354063	5510682	38	38
Scaffold1	354526	354526	5510682	31	31
Scaffold1	354982	354982	5510682	31	31
Scaffold1	355477	355477	5510682	32	32
Scaffold1	356051	356051	5510682	50	50
Scaffold1	356113	356113	5510682	39	39
Scaffold1	356253	356253	5510682	42	42
Scaffold1	356438	356438	5510682	37	37
Scaffold1	356462	356462	5510682	36	36
Scaffold1	356580	356580	5510682	34	34
Scaffold1	356638	356638	5510682	31	31
Scaffold1	356773	356773	5510682	43	43
Scaffold1	357120	357120	5510682	3	3
Scaffold1	357477	357477	5510682	30	30
Scaffold1	357740	357740	5510682	37	37
Scaffold1	357748	357748	5510682	38	38
Scaffold1	357785	357785	5510682	37	37
Scaffold1	357855	357855	5510682	31	31
Scaffold1	358107	358107	5510682	30	30
Scaffold1	358290	358290	5510682	25	25
Scaffold1	358438	358438	5510682	35	35
Scaffold1	358448	358448	5510682	56	56
Scaffold1	358526	358526	5510682	36	36
Scaffold1	358564	358564	5510682	39	39
Scaffold1	359518	359518	5510682	35	35
Scaffold1	359604	359604	5510682	38	38
Scaffold1	359620	359620	5510682	34	34
Scaffold1	359699	359699	5510682	37	37
Scaffold1	359837	359837	5510682	41	41
Scaffold1	359926	359926	5510682	53	53
Scaffold1	360018	360018	5510682	60	60
Scaffold1	360099	360099	5510682	38	38
Scaffold1	360174	360174	5510682	46	46
Scaffold1	360183	360183	5510682	35	35
Scaffold1	360417	360417	5510682	26	26
Scaffold1	360426	360426	5510682	32	32
Scaffold1	360447	360447	5510682	31	31
Scaffold1	360477	360477	5510682	29	29
Scaffold1	360584	360584	5510682	33	33
Scaffold1	360641	360641	5510682	29	29
Scaffold1	360729	360729	5510682	24	24
Scaffold1	360752	360752	5510682	23	23
Scaffold1	360753	360753	5510682	23	23
Scaffold1	360762	360762	5510682	18	18
Scaffold1	360825	360825	5510682	20	20
Scaffold1	360939	360939	5510682	23	23
Scaffold1	360964	360964	5510682	23	23
Scaffold1	361302	361302	5510682	45	45
Scaffold1	361446	361446	5510682	39	39
Scaffold1	361605	361605	5510682	26	26
Scaffold1	361685	361685	5510682	33	33
Scaffold1	361818	361818	5510682	47	47
Scaffold1	361846	361846	5510682	49	49
Scaffold1	361875	361875	5510682	47	47
Scaffold1	361990	361990	5510682	32	32
Scaffold1	362017	362017	5510682	30	30
Scaffold1	362030	362030	5510682	30	30
Scaffold1	362237	362237	5510682	43	43
Scaffold1	362401	362401	5510682	42	42
Scaffold1	362675	362675	5510682	40	40
Scaffold1	362680	362680	5510682	38	38
Scaffold1	362732	362732	5510682	42	42
Scaffold1	362813	362813	5510682	35	35
Scaffold1	363040	363040	5510682	36	36
Scaffold1	363317	363317	5510682	50	50
Scaffold1	363361	363361	5510682	51	51
Scaffold1	363397	363397	5510682	50	50
Scaffold1	363411	363411	5510682	47	47
Scaffold1	363447	363447	5510682	46	46
Scaffold1	363465	363465	5510682	44	44
Scaffold1	363473	363473	5510682	42	42
Scaffold1	363475	363475	5510682	46	46
Scaffold1	363738	363738	5510682	50	50
Scaffold1	363768	363768	5510682	52	52
Scaffold1	363778	363778	5510682	51	51
Scaffold1	363789	363789	5510682	54	54
Scaffold1	363795	363795	5510682	52	52
Scaffold1	364024	364024	5510682	53	53
Scaffold1	364172	364172	5510682	43	43
Scaffold1	364237	364237	5510682	37	37
Scaffold1	364333	364333	5510682	37	37
Scaffold1	364521	364521	5510682	30	30
Scaffold1	366462	366462	5510682	35	35
Scaffold1	366479	366479	5510682	33	33
Scaffold1	366568	366568	5510682	38	38
Scaffold1	366580	366580	5510682	34	34
Scaffold1	366585	366585	5510682	35	35
Scaffold1	366817	366817	5510682	22	22
Scaffold1	366922	366922	5510682	26	26
Scaffold1	367065	367065	5510682	30	30
Scaffold1	367073	367073	5510682	30	30
Scaffold1	367512	367512	5510682	27	27
Scaffold1	367670	367670	5510682	29	29
Scaffold1	368032	368032	5510682	40	40
Scaffold1	368043	368043	5510682	41	41
Scaffold1	368101	368101	5510682	54	54
Scaffold1	368200	368200	5510682	54	54
Scaffold1	368265	368265	5510682	44	44
Scaffold1	368280	368280	5510682	43	43
Scaffold1	368338	368338	5510682	40	40
Scaffold1	368345	368345	5510682	40	40
Scaffold1	368395	368395	5510682	51	51
Scaffold1	368727	368727	5510682	36	36
Scaffold1	369135	369135	5510682	25	25
Scaffold1	369204	369204	5510682	28	28
Scaffold1	369322	369322	5510682	28	28
Scaffold1	369338	369338	5510682	30	30
Scaffold1	369460	369460	5510682	33	33
Scaffold1	369489	369489	5510682	29	29
Scaffold1	369543	369543	5510682	26	26
Scaffold1	369618	369618	5510682	36	36
Scaffold1	369656	369656	5510682	46	46
Scaffold1	370137	370137	5510682	34	34
Scaffold1	370258	370258	5510682	29	29
Scaffold1	370295	370295	5510682	38	38
Scaffold1	370636	370636	5510682	42	42
Scaffold1	370782	370782	5510682	40	40
Scaffold1	370937	370937	5510682	35	35
Scaffold1	371140	371140	5510682	29	29
Scaffold1	371146	371146	5510682	44	44
Scaffold1	371166	371166	5510682	31	31
Scaffold1	371236	371236	5510682	38	38
Scaffold1	371255	371255	5510682	41	41
Scaffold1	371373	371373	5510682	31	31
Scaffold1	371476	371476	5510682	39	39
Scaffold1	371608	371608	5510682	28	28
Scaffold1	372322	372322	5510682	38	38
Scaffold1	372530	372530	5510682	43	43
Scaffold1	372541	372541	5510682	44	44
Scaffold1	372728	372728	5510682	44	44
Scaffold1	372757	372757	5510682	44	44
Scaffold1	372857	372857	5510682	43	43
Scaffold1	372941	372941	5510682	33	33
Scaffold1	373053	373053	5510682	36	36
Scaffold1	373074	373074	5510682	32	32
Scaffold1	373206	373206	5510682	40	40
Scaffold1	373209	373209	5510682	39	39
Scaffold1	373225	373225	5510682	41	41
Scaffold1	373275	373275	5510682	38	38
Scaffold1	373283	373283	5510682	40	40
Scaffold1	373390	373390	5510682	31	31
Scaffold1	373407	373407	5510682	31	31
Scaffold1	373409	373409	5510682	31	31
Scaffold1	373417	373417	5510682	28	28
Scaffold1	373462	373462	5510682	53	53
Scaffold1	373508	373508	5510682	35	35
Scaffold1	373527	373527	5510682	36	36
Scaffold1	373624	373624	5510682	33	33
Scaffold1	373700	373700	5510682	39	39
Scaffold1	373747	373747	5510682	31	31
Scaffold1	373770	373770	5510682	33	33
Scaffold1	373835	373835	5510682	51	51
Scaffold1	373871	373871	5510682	42	42
Scaffold1	373935	373935	5510682	34	34
Scaffold1	373982	373982	5510682	33	33
Scaffold1	373985	373985	5510682	34	34
Scaffold1	373989	373989	5510682	35	35
Scaffold1	373990	373990	5510682	34	34
Scaffold1	374003	374003	5510682	34	34
Scaffold1	374044	374044	5510682	35	35
Scaffold1	374086	374086	5510682	41	41
Scaffold1	374099	374099	5510682	44	44
Scaffold1	374139	374139	5510682	41	41
Scaffold1	374315	374315	5510682	30	30
Scaffold1	374373	374373	5510682	28	28
Scaffold1	374393	374393	5510682	28	28
Scaffold1	374486	374486	5510682	33	33
Scaffold1	374616	374616	5510682	31	31
Scaffold1	374669	374669	5510682	31	31
Scaffold1	374683	374683	5510682	32	32
Scaffold1	374696	374696	5510682	25	25
Scaffold1	374775	374775	5510682	41	41
Scaffold1	374932	374932	5510682	40	40
Scaffold1	374990	374990	5510682	38	38
Scaffold1	375169	375169	5510682	37	37
Scaffold1	375175	375175	5510682	39	39
Scaffold1	375205	375205	5510682	36	36
Scaffold1	375234	375234	5510682	35	35
Scaffold1	375237	375237	5510682	34	34
Scaffold1	375279	375279	5510682	33	33
Scaffold1	375375	375375	5510682	38	38
Scaffold1	375379	375379	5510682	38	38
Scaffold1	375382	375382	5510682	38	38
Scaffold1	375765	375765	5510682	37	37
Scaffold1	375813	375813	5510682	40	40
Scaffold1	375887	375887	5510682	58	58
Scaffold1	375960	375960	5510682	37	37
Scaffold1	375974	375974	5510682	42	42
Scaffold1	376057	376057	5510682	42	42
Scaffold1	376130	376130	5510682	33	33
Scaffold1	376196	376196	5510682	34	34
Scaffold1	376221	376221	5510682	39	39
Scaffold1	376231	376231	5510682	41	41
Scaffold1	376243	376243	5510682	46	46
Scaffold1	376296	376296	5510682	45	45
Scaffold1	376309	376309	5510682	43	43
Scaffold1	376340	376340	5510682	40	40
Scaffold1	376398	376398	5510682	42	42
Scaffold1	376456	376456	5510682	36	36
Scaffold1	376518	376518	5510682	35	35
Scaffold1	376592	376592	5510682	39	39
Scaffold1	376620	376620	5510682	33	33
Scaffold1	376724	376724	5510682	19	19
Scaffold1	376836	376836	5510682	24	24
Scaffold1	376872	376872	5510682	26	26
Scaffold1	376938	376938	5510682	36	36
Scaffold1	376973	376973	5510682	39	39
Scaffold1	376988	376988	5510682	38	38
Scaffold1	376990	376990	5510682	35	35
Scaffold1	377017	377017	5510682	36	36
Scaffold1	377024	377024	5510682	37	37
Scaffold1	377049	377049	5510682	40	40
Scaffold1	377066	377066	5510682	38	38
Scaffold1	377085	377085	5510682	33	33
Scaffold1	377136	377136	5510682	35	35
Scaffold1	377187	377187	5510682	42	42
Scaffold1	377209	377209	5510682	30	30
Scaffold1	377290	377290	5510682	34	34
Scaffold1	377351	377351	5510682	28	28
Scaffold1	377461	377461	5510682	27	27
Scaffold1	377518	377518	5510682	26	26
Scaffold1	377639	377639	5510682	31	31
Scaffold1	377782	377782	5510682	33	33
Scaffold1	377914	377914	5510682	29	29
Scaffold1	378032	378032	5510682	33	33
Scaffold1	378123	378123	5510682	36	36
Scaffold1	378135	378135	5510682	26	26
Scaffold1	378219	378219	5510682	28	28
Scaffold1	378297	378297	5510682	44	44
Scaffold1	378299	378299	5510682	45	45
Scaffold1	378386	378386	5510682	37	37
Scaffold1	378388	378388	5510682	37	37
Scaffold1	378396	378396	5510682	36	36
Scaffold1	378400	378400	5510682	36	36
Scaffold1	378449	378449	5510682	30	30
Scaffold1	378491	378491	5510682	41	41
Scaffold1	378642	378642	5510682	30	30
Scaffold1	378984	378984	5510682	31	31
Scaffold1	379100	379100	5510682	33	33
Scaffold1	379360	379360	5510682	27	27
Scaffold1	379407	379407	5510682	25	25
Scaffold1	379467	379467	5510682	29	29
Scaffold1	379486	379486	5510682	29	29
Scaffold1	379499	379499	5510682	33	33
Scaffold1	379570	379570	5510682	37	37
Scaffold1	380004	380004	5510682	31	31
Scaffold1	380228	380228	5510682	30	30
Scaffold1	380234	380234	5510682	31	31
Scaffold1	380263	380263	5510682	30	30
Scaffold1	380270	380270	5510682	30	30
Scaffold1	380290	380290	5510682	28	28
Scaffold1	380385	380385	5510682	38	38
Scaffold1	380387	380387	5510682	39	39
Scaffold1	380443	380443	5510682	38	38
Scaffold1	380525	380525	5510682	30	30
Scaffold1	380570	380570	5510682	30	30
Scaffold1	380805	380805	5510682	29	29
Scaffold1	380885	380885	5510682	39	39
Scaffold1	380892	380892	5510682	40	40
Scaffold1	380898	380898	5510682	48	48
Scaffold1	380909	380909	5510682	36	36
Scaffold1	381052	381052	5510682	38	38
Scaffold1	381067	381067	5510682	34	34
Scaffold1	381283	381283	5510682	12	12
Scaffold1	381291	381291	5510682	10	10
Scaffold1	381956	381956	5510682	18	18
Scaffold1	381987	381987	5510682	34	34
Scaffold1	382000	382000	5510682	24	24
Scaffold1	382072	382072	5510682	32	32
Scaffold1	382085	382085	5510682	29	29
Scaffold1	382102	382102	5510682	28	28
Scaffold1	382149	382149	5510682	23	23
Scaffold1	382216	382216	5510682	23	23
Scaffold1	382911	382911	5510682	31	31
Scaffold1	382925	382925	5510682	28	28
Scaffold1	383053	383053	5510682	33	33
